DBMS,TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CONSTRAINT_TYPE,k2.table_schema,k2.table_name,k2.column_name
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,PROMOTION_LEVEL,53,TEXT,16777216.0,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,UPDATED_AT,48,TIMESTAMP_NTZ,,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,CAMPAIGN_ID_RN,58,NUMBER,,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,IS_SELF_SERVE,45,BOOLEAN,,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,ATTRIBUTION_CHANNEL,43,TEXT,16777216.0,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,CREATED_AT,47,TIMESTAMP_NTZ,,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,IS_PROMO_APPLY_BY_CODE,31,BOOLEAN,,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,IS_ORIGINAL_MEMBERSHIP_TYPE,62,BOOLEAN,,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,CAMPAIGN_END_TIME,20,TIMESTAMP_NTZ,,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,CAMPAIGN_NAME,2,TEXT,16777216.0,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,HAS_CONSUMER_DISCOUNT,54,BOOLEAN,,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,IS_APPLY_BY_CLICK,32,BOOLEAN,,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,MEMBERSHIP_TYPE,16,TEXT,16777216.0,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,ORIGNAL_ENTITY_ID,61,TEXT,16777216.0,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,UPDATED_BY_SOURCE,50,TEXT,16777216.0,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,PROMO_DESCRIPTION,26,TEXT,16777216.0,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,DEACTIVATED_AT,51,TIMESTAMP_NTZ,,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,ACTIVE_START,56,TIMESTAMP_NTZ,,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,CREATED_BY_STAFF,44,BOOLEAN,,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,CAMPAIGN_CREATED_BY_EMAIL,7,TEXT,16777216.0,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,PERCENTAGE_FEE,10,NUMBER,,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,PROMO_MAX_NUMBER_CLAIMS,29,NUMBER,,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,IS_PROMO_APPLY_BY_CLAIM,30,BOOLEAN,,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,WEEKLY_CAMPAIGN_BUDGET,64,NUMBER,,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,MEMBERSHIP_ID,15,TEXT,16777216.0,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,ACTIVE_END,57,TIMESTAMP_NTZ,,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,BUSINESS_CAMPAIGN,41,TEXT,16777216.0,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,CAMPAIGN_CREATED_BY_ID,6,NUMBER,,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,ENTITY_ID,17,TEXT,16777216.0,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,PERCENTAGE_BASED_FEE_MAX,11,NUMBER,,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,IS_MERCHANT_FUNDED,14,BOOLEAN,,,,,
postgresql,PRODDB,PUBLIC,FACT_CAMPAIGN_STORE_MEMBERSHIP_PROMOTION_HISTORY,SALESFORCE_OPPORTUNITY,36,TEXT,16777216.0,,,,
